,level_0,index,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal_x,cardType_x,isOwnGoal_x,cumulative_mins,isGoal_y,cardType_y,isOwnGoal_y,x1_bin_xT,y1_bin_xT,x2_bin_xT,y2_bin_xT,start_zone_value_xT,end_zone_value_xT,xT,teamName,oppositionTeamName,shirtNo,name,position,isFirstEleven,prog_pass,prog_carry,pass_or_carry_angle,shortName,possession_id,possession_team
473,473,474,230.0,23.0,17.0,167,95.865,25.840000000000003,23.0,FirstHalf,ShotOnPost,Successful,"[{'type': {'value': 103, 'displayName': 'GoalMouthZ'}, 'value': '13.3'}, {'type': {'value': 22, 'displayName': 'RegularPlay'}}, {'type': {'value': 102, 'displayName': 'GoalMouthY'}, 'value': '55.5'}, {'type': {'value': 72, 'displayName': 'LeftFoot'}}, {'type': {'value': 73, 'displayName': 'MissLeft'}}, {'type': {'value': 29, 'displayName': 'Assisted'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 17, 'displayName': 'BoxCentre'}}, {'type': {'value': 55, 'displayName': 'RelatedEventId'}, 'value': '229'}, {'type': {'value': 154, 'displayName': 'IntentionalAssist'}}]","[91, 7, 8, 10, 1, 3, 13]",True,425576.0,,,,,13.3,37.74,True,229.0,430709.0,,,,23.283333333333335,,,,,,,,,,,Man City,Man Utd,87.0,James McAtee,MC,True,0.0,0.0,,J. McAtee,25.0,Man Utd
474,474,475,180.0,23.0,21.0,32,11.340000000000002,26.656000000000002,23.0,FirstHalf,BallRecovery,Successful,[],[93],False,88526.0,,,,,,,,,,,,,23.35,,,,,,,,,,,Man Utd,Man City,18.0,Casemiro,DMC,True,0.0,0.0,,Casemiro,25.0,Man Utd
475,475,476,181.0,23.0,21.0,32,12.075000000000001,26.588000000000005,23.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '26.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.07'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '30.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 118, 120, 29, 36, 38, 216, 218]",True,88526.0,38.325,20.876,,,,,,,,,,,23.35,,,,,,,,,,,Man Utd,Man City,18.0,Casemiro,DMC,True,25.26577423412874,0.0,-12.276191020238084,Casemiro,25.0,Man Utd
476,476,477,231.0,23.0,22.0,167,68.565,46.92,23.0,FirstHalf,Interception,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 101, 56]",True,93894.0,,,,,,,,,,,,,23.366666666666667,,,,,,,,,,,Man City,Man Utd,8.0,Mateo Kovacic,MC,True,0.0,0.0,,M. Kovacic,26.0,Man City
477,477,478,232.0,23.0,23.0,167,70.455,49.028,23.0,FirstHalf,BallRecovery,Successful,[],[93],False,93894.0,,,,,,,,,,,,,23.383333333333333,,,,,,,,,,,Man City,Man Utd,8.0,Mateo Kovacic,MC,True,0.0,0.0,,M. Kovacic,26.0,Man City
478,478,479,233.0,23.0,23.0,167,70.455,49.028,23.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.14'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '60.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '72.1'}]","[91, 119, 117, 30, 35, 216, 218]",True,93894.0,63.945,49.028,,,,,,,,,,,23.383333333333333,,,,8.0,5.0,7.0,5.0,0.0241224,0.01935132,-0.004771079999999997,Man City,Man Utd,8.0,Mateo Kovacic,MC,True,-6.046790681886442,0.0,180.0,M. Kovacic,26.0,Man City
479,479,480,234.0,23.0,25.0,167,64.26,47.39600000000001,23.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.73'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '79.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '26.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '95.4'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[91, 119, 117, 30, 124, 205, 36, 37, 217, 218]",True,313171.0,83.685,64.87200000000001,,,,,,,,,,,23.416666666666668,,,,7.0,5.0,9.0,7.0,0.01935132,0.02756312,0.008211799999999998,Man City,Man Utd,3.0,Ruben Dias,DC,True,5.370441700012314,0.0,41.97661828408778,R. Dias,26.0,Man City
480,480,481,234.5,23.0,27.0,167,83.685,64.87200000000001,23.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,388098.0,77.59500000000001,63.376000000000005,,,,,,235.0,,,,,23.450000000000003,,,,9.0,7.0,9.0,7.0,0.02756312,0.02756312,0.0,Man City,Man Utd,11.0,Jeremy Doku,FWL,True,0.0,-2.658953999787599,-166.1986466389683,J. Doku,26.0,Man City
481,481,482,235.0,23.0,29.0,167,77.59500000000001,63.376000000000005,23.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '91.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '61.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.25'}]","[91, 119, 117, 30, 35, 38, 216, 218]",True,388098.0,64.575,62.016000000000005,,,,,,,,,,,23.483333333333334,,,,9.0,7.0,7.0,7.0,0.02756312,0.0174506,-0.01011252,Man City,Man Utd,11.0,Jeremy Doku,FWL,True,-9.00969981198979,0.0,-174.03681232903068,J. Doku,26.0,Man City
482,482,483,236.0,23.0,31.0,167,64.155,62.016000000000005,23.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.67'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '60.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '83.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[91, 119, 117, 30, 35, 38, 216, 218]",True,402664.0,63.945,56.848,,,,,,,,,,,23.516666666666666,,,,7.0,7.0,7.0,6.0,0.0174506,0.01870347,0.0012528699999999997,Man City,Man Utd,24.0,Josko Gvardiol,DL,True,2.5453833443206406,0.0,-92.3269152222327,J. Gvardiol,26.0,Man City
483,483,484,236.5,23.0,32.0,167,63.945,56.848,23.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,93894.0,66.99,51.884,,,,,,237.0,,,,,23.53333333333333,,,,7.0,6.0,7.0,6.0,0.01870347,0.01870347,0.0,Man City,Man Utd,8.0,Mateo Kovacic,MC,True,0.0,4.9773962983463065,-58.47435617798766,M. Kovacic,26.0,Man City
484,484,485,237.0,23.0,33.0,167,66.99,51.884,23.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.71'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '63.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '26.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '38.0'}]","[91, 119, 117, 30, 35, 38, 216, 218]",True,93894.0,66.885,25.840000000000003,,,,,,,,,,,23.55,,,,7.0,6.0,7.0,3.0,0.01870347,0.0199707,0.0012672300000000011,Man City,Man Utd,8.0,Mateo Kovacic,MC,True,3.0284160930844166,0.0,-90.2309946342333,M. Kovacic,26.0,Man City
485,485,486,237.5,23.0,35.0,167,66.885,25.840000000000003,23.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,297390.0,69.3,22.236000000000004,,,,,,238.0,,,,,23.583333333333336,,,,7.0,3.0,8.0,2.0,0.0199707,0.0241224,0.004151699999999998,Man City,Man Utd,25.0,Manuel Akanji,DC,True,0.0,1.390378455501903,-56.174403776402926,M. Akanji,26.0,Man City
486,486,487,238.0,23.0,37.0,167,69.3,22.236000000000004,23.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '7.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '78.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.37'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '22.1'}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,297390.0,82.84500000000001,4.760000000000001,,,,,,,,,,,23.616666666666667,,,,8.0,2.0,9.0,0.0,0.0241224,0.02756312,0.0034407200000000013,Man City,Man Utd,25.0,Manuel Akanji,DC,True,0.9028770162474729,0.0,-52.222062646015466,M. Akanji,26.0,Man City
487,487,488,238.5,23.0,39.5,167,82.84500000000001,4.760000000000001,23.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,430709.0,80.01,8.296,,,,,,239.0,,,,,23.65833333333333,,,,9.0,0.0,9.0,0.0,0.02756312,0.02756312,0.0,Man City,Man Utd,52.0,Oscar Bobb,FWR,True,0.0,0.8358151531568794,128.7210132330462,O. Bobb,26.0,Man City
488,488,489,239.0,23.0,42.0,167,80.01,8.296,23.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '65.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.52'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '24.0'}]","[91, 119, 117, 30, 35, 37, 216, 218]",True,430709.0,68.775,16.32,,,,,,,,,,,23.7,,,,9.0,0.0,7.0,1.0,0.02756312,0.01870347,-0.00885965,Man City,Man Utd,52.0,Oscar Bobb,FWR,True,-4.459591176738208,0.0,144.46569921687612,O. Bobb,26.0,Man City
489,489,490,239.5,23.0,43.5,167,68.775,16.32,23.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,297390.0,65.73,19.176000000000002,,,,,,240.0,,,,,23.725,,,,7.0,1.0,7.0,2.0,0.01870347,0.01935132,0.0006478500000000019,Man City,Man Utd,25.0,Manuel Akanji,DC,True,0.0,-1.6655828696051813,136.83446903239175,M. Akanji,26.0,Man City
490,490,491,240.0,23.0,45.0,167,65.73,19.176000000000002,23.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '52.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '45.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.29'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.9'}]","[91, 119, 117, 30, 35, 37, 216, 218]",True,297390.0,55.230000000000004,31.076000000000004,,,,,,,,,,,23.75,,,,7.0,2.0,6.0,3.0,0.01935132,0.01689528,-0.002456040000000003,Man City,Man Utd,25.0,Manuel Akanji,DC,True,-7.881018390128915,0.0,131.42366562500263,M. Akanji,26.0,Man City
491,491,492,241.0,23.0,48.0,167,55.545,29.444,23.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '16.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '57.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.95'}]","[91, 119, 117, 30, 36, 38, 216, 218]",True,313171.0,59.85,11.424000000000001,,,,,,,,,,,23.8,,,,6.0,3.0,6.0,1.0,0.01689528,0.01611813,-0.0007771499999999973,Man City,Man Utd,3.0,Ruben Dias,DC,True,-0.8152663735461232,0.0,-76.56380821491003,R. Dias,26.0,Man City
492,492,493,242.0,23.0,52.0,167,60.375,11.22,23.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '45.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '38.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.25'}]","[91, 117, 30, 35, 37, 216, 218]",True,297390.0,48.195,26.248,,,,,,,,,,,23.866666666666667,,,,7.0,1.0,5.0,3.0,0.01870347,0.01484598,-0.00385749,Man City,Man Utd,25.0,Manuel Akanji,DC,True,-7.228421566313216,0.0,129.02432032521907,M. Akanji,26.0,Man City
493,493,494,242.5,23.0,54.5,167,48.195,26.248,23.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,313171.0,55.964999999999996,38.352000000000004,,,,,,243.0,,,,,23.90833333333333,,,,5.0,3.0,6.0,4.0,0.01484598,0.01689528,0.0020492999999999987,Man City,Man Utd,3.0,Ruben Dias,DC,True,0.0,8.103758001670862,57.30211150177555,R. Dias,26.0,Man City
494,494,495,243.0,23.0,57.0,167,55.964999999999996,38.352000000000004,23.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '72.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '44.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.25'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 35, 37, 216, 218]",True,313171.0,47.04,49.368,,,,,,,,,,,23.95,,,,6.0,4.0,5.0,5.0,0.01689528,0.01429128,-0.0026039999999999987,Man City,Man Utd,3.0,Ruben Dias,DC,True,-10.735049447914172,0.0,129.01387878879743,R. Dias,26.0,Man City
495,495,496,244.0,23.0,59.0,167,47.355000000000004,50.184000000000005,23.0,FirstHalf,Pass,Successful,"[{'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '87.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.23'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '44.3'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '70.5'}, {'type': {'value': 4, 'displayName': 'Throughball'}}, {'type': {'value': 210, 'displayName': 'ShotAssist'}, 'value': '15'}, {'type': {'value': 154, 'displayName': 'IntentionalAssist'}}, {'type': {'value': 11113, 'displayName': 'KeyPass'}}]","[91, 119, 117, 123, 124, 127, 129, 205, 39, 43, 36, 38, 217, 218]",True,402664.0,91.56,47.940000000000005,,,,,,,,,,,23.983333333333334,,,,5.0,5.0,10.0,5.0,0.01429128,0.05491138,0.040620100000000006,Man City,Man Utd,24.0,Josko Gvardiol,DL,True,40.50995460867821,0.0,-2.9060391241182386,J. Gvardiol,26.0,Man City
496,496,497,244.5,24.0,1.5,167,91.56,47.940000000000005,24.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,388098.0,92.925,43.724000000000004,,,,,,245.0,,,,,24.025,,,,10.0,5.0,10.0,5.0,0.05491138,0.05491138,0.0,Man City,Man Utd,11.0,Jeremy Doku,FWL,True,0.0,3.860205543858468,-72.0597787175645,J. Doku,26.0,Man City
497,497,498,245.0,24.0,4.0,167,92.925,43.724000000000004,24.0,FirstHalf,SavedShot,Successful,"[{'type': {'value': 82, 'displayName': 'Blocked'}}, {'type': {'value': 103, 'displayName': 'GoalMouthZ'}, 'value': '19'}, {'type': {'value': 22, 'displayName': 'RegularPlay'}}, {'type': {'value': 154, 'displayName': 'IntentionalAssist'}}, {'type': {'value': 146, 'displayName': 'BlockedX'}, 'value': '89.5'}, {'type': {'value': 64, 'displayName': 'BoxLeft'}}, {'type': {'value': 29, 'displayName': 'Assisted'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '182'}, {'type': {'value': 102, 'displayName': 'GoalMouthY'}, 'value': '51.9'}, {'type': {'value': 55, 'displayName': 'RelatedEventId'}, 'value': '244'}, {'type': {'value': 20, 'displayName': 'RightFoot'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 147, 'displayName': 'BlockedY'}, 'value': '63.2'}, {'type': {'value': 76, 'displayName': 'LowLeft'}}]","[91, 10, 1, 3, 11, 12]",True,388098.0,,,89.5,63.2,19.0,35.292,True,244.0,402664.0,,,,24.066666666666666,,,,,,,,,,,Man City,Man Utd,11.0,Jeremy Doku,FWL,True,0.0,0.0,,J. Doku,26.0,Man City
498,498,499,182.0,24.0,4.0,32,11.025,25.024,24.0,FirstHalf,Save,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '245'}, {'type': {'value': 94, 'displayName': 'OutfielderBlock'}}]","[91, 58]",True,99487.0,,,,,,,,,,,,,24.066666666666666,,,,,,,,,,,Man Utd,Man City,5.0,Harry Maguire,DC,True,0.0,0.0,,H. Maguire,27.0,Man Utd
499,499,500,246.0,24.0,4.0,167,92.925,43.724000000000004,24.0,FirstHalf,BallTouch,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]",[91],True,388098.0,,,,,,,,,,,,,24.066666666666666,,,,,,,,,,,Man City,Man Utd,11.0,Jeremy Doku,FWL,True,0.0,0.0,,J. Doku,27.0,Man Utd
500,500,501,183.0,24.0,7.0,32,11.97,22.032,24.0,FirstHalf,BallTouch,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]",[91],True,99487.0,,,,,,,,,,,,,24.116666666666667,,,,,,,,,,,Man Utd,Man City,5.0,Harry Maguire,DC,True,0.0,0.0,,H. Maguire,27.0,Man Utd
501,501,502,184.0,24.0,8.0,32,13.23,20.876,24.0,FirstHalf,BallRecovery,Successful,[],[93],False,353418.0,,,,,,,,,,,,,24.133333333333333,,,,,,,,,,,Man Utd,Man City,20.0,Diogo Dalot,DR,True,0.0,0.0,,D. Dalot,27.0,Man Utd
502,502,503,185.0,24.0,8.0,32,13.23,20.876,24.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '10.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '18.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.12'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.0'}]","[91, 117, 30, 36, 38, 215, 218]",True,353418.0,19.215,7.072000000000001,,,,,,,,,,,24.133333333333333,,,,1.0,2.0,2.0,0.0,0.00977745,0.00844854,-0.0013289100000000009,Man Utd,Man City,20.0,Diogo Dalot,DR,True,2.7915928356200936,0.0,-66.55989287745066,D. Dalot,27.0,Man Utd
503,503,504,370.0,24.0,9.0,32,21.419999999999998,7.616,24.0,FirstHalf,Dispossessed,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '247'}]","[91, 70]",True,88526.0,,,,,,,,,,,,,24.15,,,,,,,,,,,Man Utd,Man City,18.0,Casemiro,DMC,True,0.0,0.0,,Casemiro,27.0,Man Utd
504,504,505,247.0,24.0,9.0,167,83.58,60.384,24.0,FirstHalf,Tackle,Unsuccessful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '370'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[91, 142]",True,425576.0,,,,,,,,,,,,,24.15,,,,,,,,,,,Man City,Man Utd,87.0,James McAtee,MC,True,0.0,0.0,,J. McAtee,27.0,Man Utd
505,505,506,186.0,24.0,10.0,32,20.16,8.024000000000001,24.0,FirstHalf,Foul,Successful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '248'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 63]",True,88526.0,,,,,,,,,,,,,24.166666666666668,,,,,,,,,,,Man Utd,Man City,18.0,Casemiro,DMC,True,0.0,0.0,,Casemiro,27.0,Man Utd
506,506,507,248.0,24.0,10.0,167,84.84,59.976000000000006,24.0,FirstHalf,Foul,Unsuccessful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '186'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]",[64],False,425576.0,,,,,,,,,,,,,24.166666666666668,,,,,,,,,,,Man City,Man Utd,87.0,James McAtee,MC,True,0.0,0.0,,J. McAtee,27.0,Man Utd
507,507,508,187.0,24.0,24.0,32,18.480000000000004,11.356,24.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '35.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.17'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '9.3'}, {'type': {'value': 5, 'displayName': 'FreekickTaken'}}]","[91, 117, 30, 132, 35, 37, 215, 218]",True,99487.0,9.765,24.14,,,,,,,,,,,24.4,,,,2.0,1.0,1.0,2.0,0.00942382,0.00977745,0.0003536300000000006,Man Utd,Man City,5.0,Harry Maguire,DC,True,-6.3099427790867395,0.0,124.28270468100911,H. Maguire,27.0,Man Utd
508,508,509,189.0,24.0,37.0,32,13.020000000000001,25.568,24.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '26.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '32.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.05'}]","[91, 117, 30, 36, 38, 215, 218]",True,260843.0,27.72,22.032,,,,,,,,,,,24.616666666666667,,,,1.0,3.0,3.0,2.0,0.01082722,0.01110462,0.00027740000000000056,Man Utd,Man City,24.0,Andre Onana,GK,True,14.16445705691838,0.0,-13.52521278483332,A. Onana,27.0,Man Utd
509,509,510,190.0,24.0,42.0,32,27.3,22.44,24.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.42'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '65.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '29.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '22.1'}]","[91, 117, 30, 36, 37, 215, 218]",True,99487.0,30.555000000000003,44.268,,,,,,,,,,,24.7,,,,3.0,2.0,3.0,5.0,0.01110462,0.01110462,0.0,Man Utd,Man City,5.0,Harry Maguire,DC,True,3.4054436725521384,0.0,81.51852935202882,H. Maguire,27.0,Man Utd
510,510,511,191.0,24.0,43.0,32,30.555000000000003,44.268,24.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '15.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '52.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.67'}]","[91, 117, 30, 35, 38, 215, 218]",True,22079.0,15.959999999999999,35.836000000000006,,,,,,,,,,,24.716666666666665,,,,3.0,5.0,1.0,4.0,0.01110462,0.01082722,-0.00027740000000000056,Man Utd,Man City,35.0,Jonny Evans,DC,True,-13.909144338029279,0.0,-149.98359474094065,J. Evans,27.0,Man Utd
511,511,512,192.0,24.0,46.0,32,15.959999999999999,35.836000000000006,24.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '34.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.19'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '21.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 38, 215, 218]",True,260843.0,22.26,23.528000000000002,,,,,,,,,,,24.766666666666666,,,,1.0,4.0,2.0,2.0,0.01082722,0.01001304,-0.0008141799999999994,Man Utd,Man City,24.0,Andre Onana,GK,True,5.6588648446862635,0.0,-62.893809278491446,A. Onana,27.0,Man Utd
512,512,513,192.5,24.0,48.0,32,22.26,23.528000000000002,24.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,99487.0,26.985,23.12,,,,,,193.0,,,,,24.799999999999997,,,,2.0,2.0,3.0,2.0,0.01001304,0.01110462,0.00109158,Man Utd,Man City,5.0,Harry Maguire,DC,True,0.0,4.630051304574067,-4.935203451166536,H. Maguire,27.0,Man Utd
513,513,514,193.0,24.0,50.0,32,26.985,23.12,24.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '60.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '25.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.59'}]","[91, 117, 30, 35, 37, 215, 218]",True,99487.0,26.669999999999998,40.800000000000004,,,,,,,,,,,24.833333333333332,,,,3.0,2.0,3.0,4.0,0.01110462,0.01132376,0.0002191399999999996,Man Utd,Man City,5.0,Harry Maguire,DC,True,0.14540347840112133,0.0,91.02071613096432,H. Maguire,27.0,Man Utd
